ID,SMILES,IC50,pIC50,bioactivity,bio_code,bio_code2,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,Molecular.Weight,AlogP
CHEMBL4171024,CCCN1C(=O)/C(=N\C(=S)NCc2cc3ccccc3cc2O)c2ccccc21,11.8,7.93,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,439.58,1.39
CHEMBL417169,CCOC(=O)[C@H](CCCCN)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,40,7.4,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,348.4,1.13
CHEMBL417226,O=C(O)C1c2ccccc2CN1C(=O)CCS,58000,4.24,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,398.4,1.83
CHEMBL4174072,COc1ccc(CN2C(=O)/C(=N\C(=S)NCc3cc4ccccc4cc3O)c3ccccc32)cc1,7.64,8.12,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1140446,Inhibitory concentration against angiotensin I converting enzyme,J. Med. Chem.,2005,267.35,1.37
CHEMBL4174467,O=C(O)CN1C(=O)/C(=N\C(=S)NCc2cc3ccccc3cc2O)c2ccccc21,2.846,8.55,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1140446,Inhibitory concentration against angiotensin I converting enzyme,J. Med. Chem.,2005,438.55,2.78
CHEMBL4175518,COc1ccc(N2C(=O)/C(=N/C(=S)NCc3cc4ccccc4cc3O)c3ccccc32)cc1,9.82,8.01,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1146940,Inhibition of ACE in bovine kidney,Bioorg. Med. Chem. Lett.,2006,401.47,0.79
CHEMBL418959,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,414,6.38,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,427.57,1.24
CHEMBL419649,C[C@H](CC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2C[C@H]1C(=O)O,4.786,8.32,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,402.49,2.29
CHEMBL41985,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,5,8.3,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123106,In vitro inhibitory activity against Angiotensin I converting enzyme from unpurified guinea pig serum,J. Med. Chem.,1985,430.55,2.77
CHEMBL420391,NCCCCC(NC(=O)OCc1ccccc1)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(=O)O)C(=O)O,12.02,7.92,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,439.58,1.25
CHEMBL421581,C[C@H](N)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,1500,5.82,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,229.3,0.77
CHEMBL422419,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](OC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,506,6.3,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,463.53,2.16
CHEMBL422944,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](S)Cc2ccccc2)CCc2ccccc21,284,6.55,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,578.59,1.6
CHEMBL4248427,C[C@H](CS)C(=O)N1C[Si](C)(C)C[C@H]1C(=O)O,43,7.37,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,376.45,2.13
CHEMBL425383,Cc1ccc(S(=O)(=O)N(C)NC(=O)C2C[C@@H](S)CN2S(=O)(=O)c2ccc3ccccc3c2)cc1,14600,4.84,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,177.22,-0.1
CHEMBL42683,O=C(O)CN1C(=O)[C@@H](N[C@@H](COCc2ccccc2)C(=O)O)CCc2ccccc21,10,8,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2176905,Inhibition of ACE,J. Med. Chem.,2012,470.6,None
CHEMBL4294217,O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@H](Cc1ccccc1)SS[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O,2200,5.66,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,266.19,-0.87
CHEMBL42976,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSCCc2ccccc2)C(=O)O)CCc2ccccc21,7,8.15,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,323.46,2.78
CHEMBL430431,Cc1ccc(CSC[C@@H](NC(=O)[C@H](CS)Cc2ccc3ccccc3c2)C(=O)O)cc1,3100,5.51,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,573.6,2.92
CHEMBL430554,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,7,8.15,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by inhibiting 50% of Angiotensin I Converting Enzyme activity using 50 micro M N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,323.46,2.78
CHEMBL430630,NCCCCC(N)C(=O)N[C@H](CCC(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,12.02,7.92,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,606.64,2.38
CHEMBL430689,CC(C)CC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,3.3,8.48,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,481.55,1.92
CHEMBL431052,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)NC[C@H]1C(=O)O,3.5,8.46,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,377.4,-0.08
CHEMBL431707,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](Sc2ccccc2)C[C@H]1C(=O)O,0.7762,9.11,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,467.52,1.53
CHEMBL431983,O=C(O)[C@@H]1CCCN1C(=O)C1CCCC1S,64.57,7.19,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,348.4,1.51
CHEMBL432689,O=C(O)CN1C(=O)[C@@H](N[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)CCc2ccccc21,13,7.89,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,592.62,1.99
CHEMBL433442,CS[C@H]1C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,1.905,8.72,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,377.4,-0.08
CHEMBL43370,CS(=O)(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)P(=O)(O)CC1(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCCC1,2.5,8.6,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,481.55,1.92
CHEMBL434617,CC(NC(C(=O)O)C1CCCN1C(=O)NC(CCCCN)C(=O)N1C(=O)CCC1C(=O)O)C(=O)N1CCCC1C(=O)O,8.5,8.07,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,467.52,1.53
CHEMBL435360,O=C(N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1,12,7.92,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,1101.28,None
CHEMBL439762,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)O,416869.38,3.38,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,364.4,0.83
CHEMBL44077,O=C(O)CN1C(=O)[C@@H](N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCc2ccccc21,13,7.89,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,620.67,2.77
CHEMBL44139,CCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,6,8.22,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,J. Med. Chem.,1986,362.43,1.52
CHEMBL442455,CC(C)CN(CP(=O)(O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,29,7.54,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,428.49,2.46
CHEMBL443353,C[C@H](CS)C(=O)N1[C@@H](SCCCc2ccccc2)CC[C@H]1C(=O)O,0.029,10.54,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,438.52,2.57
CHEMBL444474,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(Cl)cc1)C(=O)O,250,6.6,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,402.45,1.95
CHEMBL445561,CSC1(SC)C[C@@H](C(=O)O)N(C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)C1,2.57,8.59,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,498.58,2.58
CHEMBL4476621,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,0.7,9.15,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,438.52,2.57
CHEMBL448040,O=c1c2ccc(O)c(O)c2oc2cc(O)cc(O)c12,69200,4.16,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,391.42,0.91
CHEMBL449792,CC(C)c1ccc(CS[C@H]2CC[C@@H](C(=O)O)N2C(=O)[C@H](C)CS)cc1,8.4,8.08,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,424.5,2.7
CHEMBL450935,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,52,7.28,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,457.57,1.19
CHEMBL451209,C[C@H](CS)C(=O)N[C@@H](CSCc1ccccc1)C(=O)O,34,7.47,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,218.28,-0.68
CHEMBL456045,C[C@H](CS)C(=O)N[C@@H](CSC(C)(C)c1ccc(C2CCCCC2)cc1)C(=O)O,3000,5.52,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,243.26,0.56
CHEMBL456278,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc([N+](=O)[O-])cc1)C(=O)O,320,6.5,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,543.51,0.23
CHEMBL456723,CC(C)c1ccc(C(C)(C)SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,260,6.58,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,466.58,3.05
CHEMBL457317,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(N(C)C)cc1)C(=O)O,520,6.28,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration against Angiotensin I converting enzyme,J. Med. Chem.,1986,186.21,-0.59
CHEMBL457571,CCOc1ccc(CSC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,340,6.47,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124532,Compound tested in vitro for inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1989,523.72,2.5
CHEMBL457795,CCN(CC)c1ccc(CSC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,4600,5.34,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,229.23,0.17
CHEMBL457796,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(C#N)cc1)C(=O)O,300,6.52,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152108,Inhibition of Angiotensin I converting enzyme,Bioorg. Med. Chem. Lett.,1994,364.47,1.88
CHEMBL458237,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(S(C)(=O)=O)cc1)C(=O)O,300,6.52,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,417.49,3.34
CHEMBL458238,CC(C)c1ccc(C(C)SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,200,6.7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,468.38,4.15
CHEMBL458447,CCC(SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)c1ccc(C(C)C)cc1,340,6.47,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122915,Inhibitory activity against porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1985,422.48,2.45
CHEMBL458450,CCCC(SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)c1ccc(C(C)C)cc1,420,6.38,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4138292,Inhibition of ACE (unknown origin) using hippuryl-L-histidyl-L-leucine as substrate preincubated with substrate for 30 mins followed by enzyme addition measured after 30 mins by LC/MS analysis,J Nat Prod,2018,527.68,1.15
CHEMBL458451,CC(C)c1ccc(C(SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)C(C)C)cc1,430,6.37,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,375.45,3.39
CHEMBL459959,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(I)cc1)C(=O)O,140,6.85,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121705,Concentration required for 50% inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1981,259.33,0.98
CHEMBL459960,Cc1ccc(CSC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,240,6.62,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,465.53,4.6
CHEMBL459961,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(C(F)(F)F)cc1)C(=O)O,340,6.47,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,471.97,5.74
CHEMBL461021,CCCc1ccc(CSC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,210,6.68,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,479.56,4.9
CHEMBL461022,CC(C)c1ccc(CSC[C@H](NC(=O)[C@H](C)CS)C(=O)O)cc1,300,6.52,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121705,Concentration required for 50% inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1981,287.38,1.76
CHEMBL463320,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(C(C)(C)C)cc1)C(=O)O,130,6.89,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,437.52,5.09
CHEMBL463520,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(-c2ccccc2)cc1)C(=O)O,280,6.55,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,403.46,3.3
CHEMBL467755,C[C@H](CS)C(=O)N[C@@H](CSCc1ccc(F)cc1)C(=O)O,100,7,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,366.44,1.21
CHEMBL477740,O=c1c2cc(O)c(O)cc2oc2c(O)c(O)ccc12,35400,4.45,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,205.28,0.53
CHEMBL48534,CC(S)(Cc1ccccc1)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,183,6.74,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127958,In vitro inhibitory activity against angiotensin converting enzyme (ACE) in rat was determined,Bioorg. Med. Chem. Lett.,1994,351.43,0.22
CHEMBL498798,C[C@H](CS)C(=O)N1[C@@H](SCc2ccccc2)CC[C@H]1C(=O)O,2.4,8.62,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2150865,Inhibition of ACE,J. Med. Chem.,2011,472.48,2.76
CHEMBL499305,CC(C)c1ccc(CS[C@@H]2CC[C@@H](C(=O)O)N2C(=O)[C@H](C)CS)cc1,3.3,8.48,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,362.43,1.52
CHEMBL499610,C[C@H](CS)C(=O)N1[C@@H](SCc2ccc3ccccc3c2)CC[C@H]1C(=O)O,4.2,8.38,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,572.66,-0.81
CHEMBL499611,CC(C)c1ccc(CCCS[C@H]2CC[C@@H](C(=O)O)N2C(=O)[C@H](C)CS)cc1,15,7.82,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,403.51,4.17
CHEMBL499612,Cc1cccc(CS[C@H]2CC[C@@H](C(=O)O)N2C(=O)[C@H](C)CS)c1,0.9,9.05,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,437.5,1.61
CHEMBL500408,Cc1ccccc1CS[C@H]1CC[C@@H](C(=O)O)N1C(=O)[C@H](C)CS,2.3,8.64,b1-active,0,"0,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1130169,Inhibition of angiotensin I converting enzyme in silico,J. Med. Chem.,1997,265.33,1.59
CHEMBL500409,C[C@H](CS)C(=O)N1[C@@H](SCc2ccc(C(C)(C)C)cc2)CC[C@H]1C(=O)O,410,6.39,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,391.47,1.07
CHEMBL502817,C[C@H](CS)C(=O)N1[C@@H](SCc2ccc(C3CCCCC3)cc2)CC[C@H]1C(=O)O,280,6.55,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,251.31,1.47
CHEMBL50315,O=C(O)CN1C(=O)[C@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,306,6.51,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,481.58,4.96
CHEMBL50480,C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,24,7.62,b2-intermediate,1,"1,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4130507,Inhibition of ACE (unknown origin) using Hippuryl-L-Histidyl-L-Leucine as substrate after 60 mins by colorimetric method,Eur J Med Chem,2017,419.46,2.84
CHEMBL505067,CCCCC(SC[C@H](NC(=O)[C@H](C)CS)C(=O)O)c1ccc(C(C)C)cc1,3600,5.44,b3-inactive,2,"2,",CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,270.31,-0.08
